EmployeeID,Age,Gender,MaritalStatus,EducationLevel,NumDependents,DistanceFromHome_km,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,YearsSinceLastPromotion,NumCompaniesWorked,TotalWorkingYears,BaseSalary_USD,StockOptionLevel,PercentSalaryHike,BonusPct,OverTime,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,ManagerRating,CompanyCultureScore,PerformanceRating,TrainingHoursLastYear,NumProjects,AbsenteeismDays,TravelFrequency,RemoteWorkPct,PeerReviewScore,Attrition
EMP01696,39,Female,Single,Master,2,55,HR,Recruiter,2,2,0,0,1,3,16,58911,1,20.2,7.0,No,2,4,3,1,3,3,4,28,1,5,Rarely,75,2.6,1
EMP00158,29,Male,Married,Bachelor,2,20,R&D,Research Scientist,1,0,0,1,1,2,8,48401,1,14.1,5.2,No,1,4,4,3,4,4,2,1,1,6,Rarely,25,3.66,1
EMP00515,52,Female,Single,Master,1,11,Finance,Finance Manager,4,1,1,2,0,4,31,93039,2,14.3,4.9,No,5,5,4,3,5,3,2,39,4,2,Rarely,25,2.73,0
EMP00439,24,Male,Married,Bachelor,2,13,HR,HR Specialist,4,2,0,1,1,2,0,86474,0,13.2,9.3,No,3,2,5,3,4,5,2,2,3,1,Rarely,25,3.63,1
EMP01249,37,Female,Married,Bachelor,2,42,Marketing,Marketing Analyst,3,8,0,1,0,3,13,83743,1,14.2,9.1,No,4,4,4,4,5,4,3,75,7,5,Rarely,25,3.27,0
EMP00731,50,Female,Married,PhD,0,29,Operations,Operations Analyst,1,0,0,1,0,1,28,53980,2,14.7,4.7,No,1,3,5,3,4,3,5,22,7,3,None,50,2.91,0
EMP00990,61,Male,Married,Bachelor,1,36,Operations,Supply Chain Specialist,1,0,0,0,0,2,38,61004,0,8.4,5.2,No,5,3,3,1,2,4,3,33,3,4,Rarely,25,3.52,1
EMP00954,59,Female,Married,Bachelor,0,57,HR,HR Manager,3,9,0,1,1,1,39,91775,2,12.5,8.5,Yes,4,4,4,4,4,4,2,49,2,2,Rarely,0,3.09,0
EMP01564,38,Male,Single,Bachelor,0,39,Finance,Financial Analyst,3,0,0,1,1,2,17,74388,1,8.9,13.0,No,2,5,1,1,3,4,5,7,3,2,Rarely,25,3.38,1
EMP01901,35,Female,Married,Bachelor,0,25,Engineering,DevOps Engineer,1,8,2,0,0,1,11,54997,0,7.4,9.6,No,2,3,4,4,1,5,3,48,6,2,Rarely,75,3.22,1
EMP01117,44,Female,Single,Master,0,43,Engineering,DevOps Engineer,2,0,0,1,1,1,24,60101,2,19.2,6.6,No,1,2,3,2,4,4,4,70,2,0,None,50,2.63,1
EMP01439,60,Male,Single,Master,2,6,Operations,Logistics Coordinator,2,8,1,0,2,4,38,82794,0,10.1,8.2,No,2,3,4,4,5,4,3,23,7,5,Frequently,0,4.33,1
EMP00983,33,Female,Divorced,Master,0,7,HR,Recruiter,1,2,2,1,3,3,12,44304,2,17.8,7.6,No,4,4,1,3,3,3,2,30,3,2,Rarely,25,2.12,0
EMP01191,49,Female,Married,Bachelor,4,44,HR,HR Manager,4,6,2,3,0,2,27,93332,0,11.8,6.7,No,5,4,4,2,3,3,5,9,3,1,Rarely,50,3.73,0
EMP01496,54,Male,Divorced,Bachelor,1,56,HR,HR Specialist,4,12,1,1,2,2,33,98630,1,19.2,8.9,No,4,4,4,2,2,4,2,73,7,4,Rarely,25,2.46,0
EMP00136,34,Male,Single,High School,2,13,Engineering,Tech Lead,4,7,3,4,0,4,13,94009,3,17.7,11.9,No,4,4,3,3,5,3,2,63,7,3,Frequently,50,4.09,0
EMP00061,31,Female,Married,Bachelor,2,45,Sales,Sales Lead,1,5,1,2,0,3,11,52155,1,10.5,5.7,No,1,3,4,5,2,4,1,25,1,3,Rarely,100,4.17,1
EMP00836,23,Male,Married,Master,0,13,HR,Recruiter,4,5,0,0,1,1,0,91492,1,19.8,7.7,Yes,2,1,2,5,4,4,4,79,6,4,None,50,3.41,1
EMP01071,59,Male,Single,Bachelor,0,58,Engineering,DevOps Engineer,5,0,0,1,0,3,38,113987,1,16.7,8.2,No,4,3,3,4,4,3,4,56,5,1,Frequently,50,3.39,1
EMP01187,31,Male,Divorced,PhD,0,1,Engineering,Software Engineer,1,6,1,2,2,1,7,53507,1,12.3,12.1,No,4,4,4,2,5,5,3,13,4,3,Frequently,50,2.71,0
EMP00766,45,Female,Married,Master,2,17,Engineering,Tech Lead,1,1,0,1,1,3,22,56674,1,12.2,8.4,No,5,3,2,3,2,4,4,58,3,4,Rarely,0,2.36,0
EMP01906,56,Female,Single,Master,0,26,Finance,Finance Manager,2,6,3,0,3,3,35,74983,1,9.5,10.3,No,5,1,4,4,2,5,3,57,1,1,Rarely,75,2.67,0
EMP01473,41,Male,Married,PhD,0,39,HR,HR Specialist,2,10,0,1,1,4,20,57594,2,11.6,10.2,Yes,4,4,3,5,4,4,5,74,6,1,Rarely,50,3.77,1
EMP01969,56,Female,Married,Master,1,52,R&D,ML Engineer,3,7,2,3,1,0,32,83589,0,5.5,9.9,Yes,3,2,4,3,5,4,5,32,1,3,Rarely,75,4.3,0
EMP00904,35,Male,Married,High School,2,14,Sales,Sales Rep,2,0,0,1,1,3,13,61196,0,5.2,9.0,Yes,5,4,3,5,5,3,4,26,2,1,None,25,3.92,0
EMP01225,61,Male,Married,Bachelor,0,11,HR,Recruiter,3,9,0,1,1,1,40,88092,0,13.0,7.3,No,1,4,2,5,5,5,5,36,5,7,Frequently,25,4.53,0
EMP00298,58,Female,Single,Bachelor,1,9,Sales,Sales Lead,1,6,0,1,1,4,35,59637,0,20.1,8.9,No,3,2,5,2,4,4,5,52,2,3,Rarely,25,3.89,1
EMP00989,54,Male,Divorced,Bachelor,2,41,Finance,Financial Analyst,1,11,2,1,3,0,33,64429,0,12.1,13.8,No,3,4,1,1,1,3,5,60,2,2,None,25,4.52,0
EMP01459,27,Female,Single,Bachelor,1,22,Marketing,Brand Manager,4,16,1,2,1,1,6,85219,0,17.9,1.6,No,1,4,4,3,3,3,3,26,5,2,Rarely,25,2.9,0
EMP01830,55,Male,Divorced,Master,0,7,Engineering,Tech Lead,1,2,2,0,1,5,33,58394,2,13.2,5.5,No,4,3,3,5,5,5,5,57,3,5,None,50,3.86,0
EMP00912,60,Male,Single,Master,1,39,Marketing,Brand Manager,3,0,0,1,1,2,39,89444,3,16.0,5.4,No,5,4,4,3,5,2,5,37,5,5,Rarely,50,3.8,0
EMP01033,46,Male,Single,Master,2,54,Engineering,QA Engineer,4,5,5,3,2,3,26,92462,0,12.7,6.5,No,3,5,4,3,4,3,4,40,5,1,Frequently,75,2.57,0
EMP00306,44,Female,Married,Bachelor,1,8,Engineering,DevOps Engineer,3,14,1,1,2,0,22,85471,0,14.1,8.8,No,4,5,4,1,5,4,5,17,4,2,None,25,3.86,0
EMP00079,46,Male,Single,Master,0,2,Marketing,Marketing Analyst,2,6,3,1,3,1,25,66351,0,10.8,9.9,No,2,4,5,2,4,4,2,39,5,3,None,25,3.49,1
EMP00069,61,Male,Married,Master,1,42,Finance,Accountant,1,6,3,0,1,0,39,48350,0,21.0,6.7,No,3,3,2,4,5,3,4,13,5,4,None,75,2.71,0
EMP00470,45,Female,Single,Master,0,7,Sales,Account Manager,2,0,0,0,0,3,22,70141,1,15.9,3.8,No,3,1,4,4,3,3,4,28,7,3,Rarely,0,4.15,1
EMP01256,36,Female,Married,Bachelor,4,28,Operations,Supply Chain Specialist,3,6,1,2,0,2,16,85933,0,16.5,9.7,Yes,5,3,2,3,3,1,4,20,1,2,Rarely,50,3.34,0
EMP01309,34,Male,Single,Bachelor,0,3,Sales,Sales Lead,4,3,0,0,0,3,13,88850,0,11.3,5.9,No,5,4,4,4,4,3,3,7,6,3,Rarely,100,3.68,0
EMP00594,59,Male,Single,High School,0,32,Engineering,Tech Lead,2,3,3,2,3,4,38,71464,0,10.2,8.6,No,3,4,3,4,4,3,3,56,5,1,Frequently,50,3.28,0
EMP00888,56,Male,Married,Master,0,7,Engineering,QA Engineer,4,15,0,1,0,3,35,88575,1,15.8,5.9,No,4,4,3,4,5,4,3,68,4,6,Frequently,0,3.8,0
EMP00552,47,Male,Single,Bachelor,0,26,Marketing,Marketing Analyst,5,4,4,0,2,3,25,114657,3,9.2,5.9,No,4,1,3,2,5,4,4,26,5,0,None,50,4.0,0
EMP01797,47,Male,Single,High School,2,22,Operations,Supply Chain Specialist,1,2,0,0,1,0,25,52470,1,15.2,7.1,No,5,3,4,5,1,4,2,42,6,1,None,50,3.19,1
EMP00013,61,Male,Single,Bachelor,3,52,Sales,Sales Lead,1,10,2,0,0,2,37,57049,0,12.8,7.3,No,4,5,5,4,3,4,3,62,2,4,Rarely,50,3.51,0
EMP00458,55,Male,Married,Bachelor,2,41,HR,HR Manager,3,3,2,3,0,3,34,82586,1,8.8,12.0,No,5,4,5,4,5,3,4,13,4,5,Rarely,50,3.77,0
EMP00022,42,Female,Single,Bachelor,0,28,Operations,Supply Chain Specialist,2,1,1,2,2,2,21,60578,1,17.0,6.9,Yes,4,3,2,3,2,5,4,30,2,6,None,0,2.41,0
EMP01202,60,Male,Single,Bachelor,1,9,Sales,Sales Rep,1,3,0,0,0,2,40,53330,0,14.8,8.8,No,3,1,4,5,5,3,3,32,1,4,Rarely,50,3.05,0
EMP00757,29,Male,Single,PhD,3,17,Engineering,Tech Lead,1,4,4,1,0,0,5,56408,1,12.9,12.1,No,4,4,1,4,4,4,5,57,3,2,None,0,3.14,0
EMP00323,61,Male,Married,PhD,0,19,Operations,Logistics Coordinator,4,1,0,1,1,2,37,91976,0,11.7,5.9,Yes,2,3,3,2,3,5,5,61,5,5,Rarely,75,3.53,1
EMP01892,57,Female,Married,Master,2,43,Operations,Operations Analyst,1,0,0,0,1,2,35,48909,3,6.9,3.6,No,1,2,4,3,4,3,3,11,7,4,None,0,4.03,1
EMP01058,51,Female,Married,High School,1,2,Sales,Sales Rep,1,11,3,4,0,0,27,57227,2,10.1,5.4,Yes,3,4,3,2,1,4,4,27,3,1,None,25,4.06,1
EMP01970,49,Male,Married,High School,1,15,Engineering,Software Engineer,5,7,5,0,0,2,26,92898,0,20.2,9.8,No,3,3,3,4,3,3,3,12,2,4,Rarely,75,3.57,0
EMP00078,22,Male,Married,Master,1,10,Engineering,Software Engineer,2,6,3,0,2,5,1,63370,1,15.7,12.9,No,4,2,2,2,1,3,5,2,6,2,Frequently,0,3.19,1
EMP00669,60,Female,Married,Master,3,45,Operations,Supply Chain Specialist,3,0,0,1,0,3,40,71180,0,11.7,7.3,No,4,4,5,5,3,4,5,1,3,3,Rarely,100,4.02,0
EMP01730,57,Male,Single,Bachelor,1,3,Marketing,Brand Manager,1,26,0,1,0,1,33,58007,1,12.4,9.5,No,5,2,2,2,2,4,2,46,2,0,Rarely,75,3.3,1
EMP00550,48,Female,Single,Bachelor,0,29,Sales,Sales Lead,1,1,0,0,1,2,25,57813,0,16.3,10.1,Yes,4,4,5,3,5,4,4,15,2,1,Rarely,50,3.39,1
EMP01553,28,Female,Married,Bachelor,3,16,Engineering,DevOps Engineer,3,3,0,1,1,4,4,69064,1,14.8,10.3,No,4,4,5,2,3,3,4,58,3,3,None,50,3.96,0
EMP00932,28,Male,Married,High School,1,13,Marketing,Brand Manager,3,0,0,1,0,5,8,72909,0,18.4,5.7,No,5,5,4,4,3,4,4,7,1,3,None,50,4.02,0
EMP00944,58,Male,Single,Bachelor,2,34,R&D,ML Engineer,3,2,0,1,0,5,36,78279,0,9.7,5.3,No,4,2,3,4,4,4,5,24,6,2,Rarely,0,4.43,1
EMP00750,47,Male,Married,PhD,1,27,Engineering,QA Engineer,2,2,2,1,0,3,25,68784,2,8.3,3.1,Yes,5,3,2,3,3,5,3,61,6,3,Rarely,25,4.98,0
EMP01373,34,Male,Married,Bachelor,1,14,Finance,Accountant,3,1,1,1,1,6,10,69313,3,11.5,6.9,No,3,2,1,4,4,4,3,68,2,2,Rarely,50,3.45,0
EMP01023,32,Male,Divorced,Master,4,15,Sales,Sales Rep,1,2,1,2,0,1,9,48515,2,13.7,10.5,No,4,3,5,2,4,4,5,57,5,3,None,25,3.68,0
EMP01139,55,Female,Married,Bachelor,1,8,Engineering,QA Engineer,2,6,0,1,0,1,33,73144,2,7.5,7.0,No,2,2,5,3,1,3,4,25,3,3,Rarely,0,2.31,0
EMP00798,29,Male,Divorced,Bachelor,0,22,HR,HR Manager,4,1,0,1,0,0,9,81502,1,16.8,9.1,Yes,3,4,4,5,4,4,4,40,3,2,Rarely,50,3.48,0
EMP00866,34,Female,Divorced,Master,0,20,Finance,Finance Manager,4,4,3,0,0,1,14,84115,1,12.0,4.6,No,4,3,2,4,4,3,3,66,5,1,Rarely,50,4.28,0
EMP00421,22,Male,Married,Bachelor,0,58,HR,HR Specialist,2,0,0,1,0,3,0,58224,2,15.6,10.5,No,3,3,3,3,4,4,2,58,7,3,Rarely,0,2.62,0
EMP00658,30,Male,Single,Master,0,28,Operations,Supply Chain Specialist,3,9,1,2,2,4,9,68112,0,19.1,10.7,No,5,4,4,3,4,2,2,35,7,5,None,50,3.82,0
EMP01195,47,Female,Single,Bachelor,1,44,Operations,Logistics Coordinator,1,5,1,0,2,1,27,53907,0,11.7,8.6,No,4,5,5,2,4,4,3,17,2,4,Frequently,50,4.36,1
EMP00848,41,Male,Single,Bachelor,1,48,HR,HR Manager,5,1,1,2,0,3,21,100450,0,10.6,9.3,Yes,4,4,2,4,5,5,5,9,5,3,Rarely,50,2.78,1
EMP00537,40,Male,Married,Master,2,48,R&D,Data Scientist,1,5,0,0,0,4,20,56026,2,11.1,6.6,No,5,4,3,4,4,1,5,67,2,4,Rarely,0,3.27,0
EMP00809,42,Female,Single,Bachelor,0,43,HR,HR Manager,5,7,0,1,0,2,22,105104,0,9.1,7.6,Yes,2,2,3,2,1,3,3,44,2,7,Rarely,100,4.3,1
EMP00817,45,Male,Married,Master,1,17,R&D,Research Scientist,1,3,1,1,1,3,21,55344,1,12.9,7.7,No,4,4,3,4,3,4,3,49,2,2,Frequently,0,2.61,0
EMP00180,54,Female,Married,PhD,3,26,Operations,Logistics Coordinator,4,9,0,0,0,1,31,101359,3,15.0,5.5,No,2,4,4,3,4,4,4,50,4,5,Frequently,50,4.26,0
EMP01780,52,Female,Single,Master,0,12,HR,Recruiter,2,10,2,3,0,2,30,72383,1,13.4,7.1,Yes,3,3,5,4,4,5,5,7,4,4,None,25,3.95,0
EMP00842,27,Male,Married,Bachelor,0,20,Engineering,DevOps Engineer,4,12,0,0,1,3,7,86355,0,9.0,7.5,No,2,2,3,2,1,4,4,65,4,2,Rarely,100,3.85,1
EMP00517,56,Female,Divorced,Bachelor,1,24,Marketing,Brand Manager,3,5,1,0,2,2,34,75586,2,12.2,9.7,Yes,4,5,1,3,3,4,5,0,7,1,Frequently,0,3.06,0
EMP00793,24,Female,Married,Bachelor,2,41,R&D,ML Engineer,3,3,3,1,4,5,3,61118,1,18.7,9.1,No,3,2,4,5,4,1,5,44,2,3,Rarely,25,2.26,0
EMP00993,25,Female,Married,Bachelor,2,57,Sales,Sales Lead,3,14,14,3,3,4,5,68705,1,11.9,8.4,Yes,1,4,5,3,1,4,3,73,4,2,Frequently,50,3.08,1
EMP00538,29,Female,Divorced,High School,2,12,R&D,Data Scientist,1,7,3,1,4,1,6,44108,1,9.1,7.7,No,5,5,5,4,2,5,4,31,3,2,Frequently,0,3.32,1
EMP00577,56,Male,Married,Master,0,17,Engineering,QA Engineer,4,2,2,1,3,1,34,101066,1,17.4,8.3,No,4,3,5,3,5,4,3,44,1,4,Rarely,50,3.18,0
EMP01360,26,Male,Single,Bachelor,2,18,Sales,Sales Rep,5,1,1,0,1,1,4,101345,1,17.1,8.2,Yes,2,4,4,3,5,3,5,5,5,2,Rarely,100,3.29,1
EMP01766,22,Male,Married,Bachelor,3,23,R&D,Data Scientist,4,17,2,1,0,5,0,88614,0,14.1,10.2,No,4,5,2,4,4,4,4,14,1,3,Frequently,0,3.82,0
EMP01201,57,Female,Married,Bachelor,1,31,HR,HR Specialist,3,1,0,1,1,3,33,83894,0,10.8,6.6,No,4,4,3,4,2,3,3,77,4,2,Rarely,25,3.37,0
EMP00913,61,Male,Single,High School,3,52,Finance,Accountant,4,4,0,1,0,6,40,97007,1,17.3,6.6,Yes,4,5,5,3,4,1,4,40,4,7,Frequently,50,2.56,1
EMP00503,37,Male,Married,Bachelor,1,18,Finance,Finance Manager,3,1,1,2,2,2,17,78084,1,18.0,5.0,No,4,1,3,3,3,4,2,16,5,5,Frequently,25,2.93,0
EMP00241,41,Male,Married,Bachelor,0,57,Engineering,QA Engineer,1,3,3,2,1,3,20,57268,0,5.0,7.2,No,5,2,4,2,4,4,4,49,6,1,Rarely,100,3.27,1
EMP01111,52,Female,Single,Bachelor,1,27,Marketing,Marketing Analyst,3,3,3,0,0,1,32,87279,0,13.5,6.7,No,4,3,3,4,1,3,4,47,1,0,Rarely,75,3.64,0
EMP01677,45,Male,Single,Bachelor,2,34,Sales,Sales Lead,1,1,1,2,0,3,24,48842,1,6.6,6.6,No,3,4,4,4,5,2,4,4,6,3,Frequently,25,4.75,1
EMP00446,33,Female,Married,Master,3,16,R&D,Research Scientist,2,2,0,1,1,3,9,67040,0,10.4,5.3,No,4,3,5,4,2,3,4,79,6,3,None,75,2.09,0
EMP01917,51,Female,Divorced,Bachelor,2,54,Marketing,Content Strategist,4,0,0,1,0,2,31,91959,0,9.8,3.9,Yes,4,4,5,2,1,3,3,5,3,5,Frequently,25,2.64,1
EMP00054,23,Male,Married,Bachelor,3,40,Sales,Sales Lead,4,3,3,4,4,3,0,84447,1,22.1,7.0,No,1,2,3,4,5,3,2,37,4,6,Frequently,50,4.77,1
EMP01559,36,Male,Single,Bachelor,0,22,Engineering,Tech Lead,5,5,1,0,1,3,16,98795,2,8.3,7.4,No,3,4,3,1,3,2,3,68,2,2,Rarely,50,3.99,0
EMP00275,43,Male,Single,Bachelor,3,12,Engineering,QA Engineer,1,25,2,1,0,1,21,47464,2,17.0,9.3,Yes,4,5,5,4,4,4,3,47,7,3,None,25,2.55,0
EMP00302,56,Female,Married,Master,2,15,R&D,ML Engineer,5,2,2,3,2,1,35,103077,1,11.3,8.6,No,5,5,4,4,4,3,4,18,7,2,Rarely,25,2.84,0
EMP00062,57,Male,Single,Bachelor,3,23,Operations,Supply Chain Specialist,4,10,0,1,1,4,35,96385,3,12.0,4.9,No,4,3,4,1,2,4,3,21,7,4,Rarely,50,2.83,0
EMP01528,58,Male,Single,Bachelor,2,36,R&D,Data Scientist,2,3,2,0,1,4,34,73094,1,10.9,7.0,No,2,5,4,2,4,4,5,42,5,1,Rarely,75,3.46,1
EMP01035,27,Female,Married,High School,3,35,Finance,Accountant,3,19,0,1,0,3,7,72470,0,10.6,6.5,Yes,4,4,2,5,5,3,4,35,2,1,Frequently,0,3.83,1
EMP00239,37,Female,Single,Bachelor,1,24,HR,HR Manager,4,1,1,0,1,1,14,88864,1,21.1,6.8,Yes,4,3,5,4,3,1,5,34,2,1,Frequently,25,3.66,1
EMP00289,40,Female,Single,Master,1,1,Engineering,Tech Lead,5,5,2,2,1,0,19,103352,0,12.0,4.3,No,2,4,4,4,2,4,5,28,7,2,None,50,2.9,1
EMP00695,55,Female,Single,Master,3,41,Finance,Financial Analyst,3,4,4,1,1,1,31,87332,0,12.1,4.6,No,4,4,5,4,4,5,5,44,3,0,Rarely,25,1.88,0
EMP01320,46,Female,Single,Master,0,13,Operations,Logistics Coordinator,1,15,7,1,3,2,24,59470,0,14.6,10.7,Yes,3,4,3,4,4,1,5,50,1,5,Rarely,50,4.39,0
EMP01432,28,Female,Married,Bachelor,0,14,HR,Recruiter,2,6,0,1,1,1,8,57134,0,15.9,10.3,No,5,5,2,1,3,5,3,3,7,2,Frequently,50,4.13,0
EMP01888,44,Female,Married,PhD,1,27,Operations,Operations Analyst,4,6,0,0,0,3,20,90949,2,19.0,5.5,No,5,2,2,3,5,4,3,73,6,2,None,50,4.04,0
EMP00347,44,Male,Single,Bachelor,4,27,Sales,Account Manager,5,15,3,2,2,0,23,97151,1,14.1,6.6,No,2,4,3,3,4,2,1,12,3,7,Frequently,75,4.57,0
EMP01393,26,Female,Divorced,Master,2,26,Sales,Sales Rep,1,7,0,1,0,3,5,54493,3,5.0,7.1,Yes,4,5,4,2,3,4,4,45,3,5,Rarely,25,3.15,0
EMP00803,47,Female,Single,Bachelor,3,2,Engineering,Tech Lead,2,4,4,5,1,5,24,56944,1,16.9,8.2,Yes,4,4,3,4,4,5,4,42,6,5,Rarely,25,3.59,0
EMP00894,29,Female,Single,Bachelor,3,16,Engineering,QA Engineer,2,2,0,1,1,2,5,68407,1,11.5,8.8,No,4,4,4,4,3,4,5,24,5,1,None,0,3.76,0
EMP00486,51,Female,Married,Bachelor,2,41,Sales,Account Manager,1,11,0,1,0,1,29,58999,2,16.6,5.9,No,3,4,4,1,4,3,5,7,4,3,Rarely,50,3.37,0
EMP01919,28,Male,Married,Master,0,18,HR,HR Specialist,5,7,0,1,1,4,4,96409,1,11.9,17.6,Yes,3,4,5,3,3,5,2,18,4,2,Rarely,0,4.72,0
EMP00657,35,Female,Single,Master,0,42,Sales,Sales Lead,5,6,3,3,0,6,14,108521,0,14.3,10.1,No,5,5,2,2,4,2,5,15,1,2,None,0,3.22,1
EMP01673,33,Female,Married,High School,0,3,Sales,Account Manager,3,1,0,1,0,7,12,85168,3,18.7,8.9,No,1,2,4,5,4,4,3,26,1,3,Rarely,50,3.6,1
EMP01336,36,Male,Divorced,High School,2,8,Finance,Accountant,5,7,1,0,2,2,14,103673,0,8.5,7.6,Yes,4,3,1,3,3,5,5,69,6,5,None,0,3.16,0
EMP01032,45,Female,Single,Bachelor,3,16,Marketing,Brand Manager,1,0,0,1,1,2,25,57655,1,21.2,4.0,No,5,5,5,2,3,4,4,74,3,2,None,0,3.42,0
EMP01100,55,Male,Married,Bachelor,1,36,R&D,ML Engineer,3,6,0,1,1,1,31,85425,0,18.1,8.7,No,2,4,5,5,1,3,5,14,6,3,Frequently,50,2.86,1
EMP00708,38,Female,Divorced,Bachelor,2,24,Engineering,Software Engineer,2,6,0,1,0,1,16,60239,1,11.4,9.6,Yes,5,5,2,3,4,1,3,18,4,3,Rarely,25,3.8,0
EMP00826,27,Female,Married,Master,0,59,Sales,Account Manager,2,3,3,4,1,5,3,66679,0,17.3,10.3,Yes,2,4,2,3,4,1,3,53,1,5,Rarely,50,2.86,1
EMP01383,50,Male,Married,Bachelor,1,41,Finance,Accountant,2,0,0,1,0,1,28,66533,1,15.5,9.1,No,4,4,3,4,2,2,3,42,5,3,Frequently,100,1.81,1
EMP00736,39,Female,Single,High School,1,24,Operations,Supply Chain Specialist,4,3,2,3,0,4,15,84883,0,9.1,10.0,No,4,5,4,5,5,5,4,8,2,6,Rarely,0,3.13,0
EMP00521,39,Female,Married,Bachelor,4,40,Sales,Account Manager,2,2,1,0,1,1,16,66340,0,7.5,7.4,No,3,3,4,2,4,3,5,59,7,1,Rarely,50,2.97,0
EMP00539,22,Male,Married,Master,1,14,Engineering,QA Engineer,4,1,1,1,2,1,1,103645,0,9.3,11.7,No,5,3,4,4,5,3,5,44,3,2,Frequently,100,3.43,0
EMP00441,54,Female,Married,High School,1,16,R&D,ML Engineer,5,2,0,1,1,0,32,108905,1,14.0,8.4,No,5,4,4,4,2,3,3,23,5,5,Rarely,50,3.28,0
EMP00915,53,Male,Married,Master,0,44,Engineering,QA Engineer,3,6,2,0,0,2,30,83064,2,14.0,2.0,No,5,5,5,2,4,5,3,63,6,4,Rarely,75,3.31,0
EMP00090,56,Female,Married,Bachelor,2,7,R&D,Data Scientist,5,2,0,0,1,4,33,106618,0,8.9,6.6,Yes,3,3,4,1,5,4,3,10,5,5,Frequently,25,3.37,1
EMP01722,49,Female,Married,Bachelor,1,27,Sales,Sales Rep,2,3,3,2,1,3,26,75074,0,13.8,10.7,Yes,4,3,5,2,4,1,3,72,5,3,Frequently,50,4.09,1
EMP00118,60,Male,Single,Master,0,3,Finance,Accountant,2,8,3,0,0,2,40,67649,1,18.4,0.0,No,3,4,5,3,3,3,3,74,6,1,Rarely,25,2.98,0
EMP01110,35,Male,Married,Bachelor,2,21,R&D,Research Scientist,2,1,0,1,0,0,13,68146,2,7.6,5.0,No,3,3,2,5,3,3,4,17,2,4,None,100,3.96,0
EMP00777,46,Female,Single,Bachelor,0,38,Engineering,DevOps Engineer,1,5,5,0,0,2,25,50605,1,7.1,13.6,No,5,5,4,3,4,3,4,51,4,1,None,0,1.89,0
EMP01488,50,Male,Divorced,Bachelor,3,24,Finance,Finance Manager,2,3,1,2,2,4,30,71686,0,16.8,5.8,No,4,3,4,3,3,5,3,69,4,1,None,25,3.6,0
EMP00525,38,Male,Single,Master,1,5,Marketing,Brand Manager,2,0,0,0,1,3,17,61052,1,15.6,7.6,Yes,4,4,3,5,2,3,4,20,3,6,Frequently,0,3.03,1
EMP00081,30,Female,Married,Bachelor,0,23,Marketing,Marketing Analyst,1,0,0,1,1,6,6,52144,1,16.7,4.0,No,1,5,4,3,3,4,4,52,1,3,Frequently,0,3.21,1
EMP01863,29,Female,Married,High School,1,2,Engineering,Software Engineer,2,2,0,1,1,3,6,58079,1,8.4,8.3,Yes,3,5,5,2,5,5,2,48,7,1,Frequently,100,4.0,1
EMP01138,30,Female,Single,Master,0,47,R&D,Research Scientist,3,13,0,1,1,7,8,77728,3,13.9,11.2,Yes,2,4,5,2,5,5,5,56,5,1,Rarely,75,2.78,1
EMP01848,22,Female,Single,Bachelor,0,4,Operations,Operations Analyst,3,7,0,1,0,4,0,75007,2,13.7,2.9,Yes,3,2,4,3,4,4,5,6,4,8,Rarely,50,3.96,0
EMP00878,59,Female,Divorced,Bachelor,2,6,Finance,Accountant,1,0,0,1,0,3,35,57693,0,17.9,8.6,Yes,2,3,5,4,5,1,5,61,3,1,None,0,3.37,1
EMP00856,57,Non-Binary,Divorced,High School,2,55,Finance,Accountant,3,2,2,3,3,0,35,89605,0,11.2,6.2,No,3,4,2,4,4,5,3,47,7,3,Frequently,25,4.29,1
EMP00200,30,Male,Married,Master,0,22,R&D,ML Engineer,1,1,1,1,2,3,10,49615,0,11.9,6.9,Yes,3,2,5,3,4,3,4,4,7,3,Frequently,0,4.02,1
EMP00276,51,Female,Single,Master,0,37,R&D,Research Scientist,1,3,2,3,2,2,30,46836,1,8.6,8.0,No,4,4,1,2,5,5,4,23,3,2,None,75,2.87,0
EMP00448,23,Female,Married,High School,1,15,Sales,Sales Lead,4,1,1,1,0,2,3,93096,1,10.8,13.2,No,5,1,5,1,2,4,4,29,5,2,Rarely,50,4.4,1
EMP00608,38,Female,Married,Bachelor,1,1,Sales,Sales Rep,2,5,0,1,1,2,16,72601,2,20.0,5.8,No,2,1,4,3,3,5,5,60,1,2,Rarely,0,3.66,0
EMP01800,39,Female,Married,Bachelor,1,9,Engineering,Software Engineer,3,4,0,1,0,1,19,73809,3,13.8,7.6,No,3,3,4,2,3,4,2,9,6,3,None,75,2.34,0
EMP00507,46,Male,Married,Bachelor,1,32,Sales,Sales Lead,3,1,1,1,1,0,23,79246,3,15.5,8.4,Yes,4,4,3,5,4,4,2,64,3,5,Rarely,50,2.99,0
EMP01332,46,Male,Single,Bachelor,2,40,Sales,Sales Rep,3,4,1,0,0,1,24,85225,1,7.7,9.3,Yes,1,1,5,4,3,2,3,59,4,2,Frequently,50,3.74,1
EMP00456,31,Male,Married,Bachelor,1,53,R&D,ML Engineer,4,1,1,2,2,3,7,83223,0,9.2,9.3,No,1,4,4,3,5,4,5,16,7,5,Frequently,25,3.79,1
